Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
673,4.0,0.9687,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['pandemi', 'covid', 'number', 'harga', 'butuh', 'pokok', 'cenderung', 'harga', 'salah', 'jurus', 'redam', 'alokasi', 'impor', 'raw', 'sugar', 'dapat', 'ubah', 'allcaps', 'gkp', 'allcaps', 'harap', 'cukup', 'butuh', 'gula', 'negeri', 'tekan', 'harga']"
674,0.0,0.9452,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['tolak', 'makam', 'jenazah', 'pasien', 'covid', 'number', 'takut', 'sumber', 'air', 'cemar', 'foto', 'eh', 'makam_jenazah', 'makam_jenazah', 'makam_jenazah']"
675,0.0,0.965,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['usaha', 'farmasi', 'indonesia', 'pt', 'dexa', 'medica', 'produksi', 'obat', 'pasien', 'corona', 'covid', 'number', 'obat', 'jenis', 'hydroxy', 'chloroquine', 'salur', 'number', 'pasien', 'tanah', 'air', 'direktur', 'pt', 'dexa']"
676,4.0,0.9562,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['warga', 'datang', 'patuh', 'mudik', 'rumah', 'cari', 'makan', 'sembako', 'repeated', 'warga', 'lokal', 'asyik', 'kongko', 'main', 'repeated', 'selesai', 'iya', 'covid', 'gin']"
677,4.0,0.9602,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['hi', 'hadap', 'pandemi', 'covid', 'number', 'mari', 'bagi', 'juang', 'medis', 'butuh', 'bantu', 'makan', 'beli', 'allcaps', 'hungry', 'box', 'allcaps', 'rupiah', 'number', 'fresqa', 'bistro']"
678,6.0,0.927,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['date', 'update', 'infografis', 'sebar', 'virus', 'allcaps', 'covid', 'allcaps', 'number', 'wilayah', 'kaltim']"
679,0.0,0.9416,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['aparat', 'desa', 'srimahi', 'tambun', 'bekas', 'gandeng', 'allcaps', 'bem', 'stai', 'allcaps', 'attaqwa', 'cegah', 'covid', 'number']"
680,3.0,0.9513,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['nebar', 'tanah', 'suci', 'rumah', 'orang', 'orang', 'nolak', 'jenazah', 'pasien', 'covid', 'number', 'biar', 'rumah', 'doa', 'orang', 'aduh', 'elongated']"
681,5.0,0.9124,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['syarat', 'terima', 'bantu', 'covid', 'number', 'bangka', 'belitung', 'agama', 'islam']"
682,6.0,0.9619,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['update', 'informasi', 'kait', 'situasi', 'covid', 'number', 'dasar', 'data', 'dinas', 'sehat', 'kabupaten', 'klaten', 'sabtu', 'number', 'number', 'pk', 'number', 'allcaps', 'wib', 'allcaps', 'cc', 'thread']"
683,5.0,0.5893,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['sebar', 'surat', 'isi', 'terima', 'bantu', 'number', 'agama', 'islam', 'cc']"
684,4.0,0.9374,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['number', 'warga', 'provinsi', 'gorontalo', 'indikasi', 'positif', 'allcaps', 'covid', 'allcaps', 'number', 'ikut', 'rapid', 'test']"
685,5.0,0.927,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['tengah', 'covid', 'number', 'allcaps', 'bmi', 'allcaps', 'istiqomah', 'bantu', 'rumah', 'layak', 'huni']"
686,1.0,0.9649,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['nama', 'masyarakat', 'negara', 'terima', 'kasih', 'harga', 'tinggi', 'dokter', 'awat', 'tenaga', 'medis', 'allcaps', 'tni', 'allcaps', 'polri', 'sukarelawan', 'sinergi', 'tangan', 'sebar', 'covid', 'number', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
687,5.0,0.9539,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['doa', 'moga', 'wabah', 'pandemi', 'covid', 'number', 'penjuru', 'nusantara', 'dunia', 'cepat', 'amiin', 'dukung', 'program', 'perintah', 'allcaps', 'tunda', 'mudik', 'allcaps']"
688,4.0,0.9539,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['google', 'apple', 'kolaborasi', 'sistem', 'lacak', 'sebar', 'virus', 'corona', 'allcaps', 'covid', 'allcaps', 'number', 'potensi', 'jangkau', 'tiga', 'populasi', 'dunia', 'lengkap']"
689,1.0,0.9374,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['luas', 'akses', 'ajar', 'covid', 'number', 'mendikbud', 'luncur', 'program', 'ajar', 'rumah', 'allcaps', 'tvri', 'allcaps']"
690,5.0,0.9204,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['fakhrul', 'zaman', 'mesej', 'patuh', 'allcaps', 'pkp', 'allcaps', 'terusi', 'lukis', 'mural']"
691,1.0,0.8111,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['polres', 'kabupaten', 'madiun', 'susun', 'strategi', 'cegah', 'sebar', 'allcaps', 'covid', 'allcaps', 'number', 'wilayah', 'pikir', 'rakyat']"
692,0.0,0.9123,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['pasien', 'covid', 'number', 'tinggal', 'indonesia', 'tambah', 'number', 'sembuh', 'number']"
693,6.0,0.9124,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['mamah', 'aing', 'maksa', 'maksa', 'aing', 'undur', 'tim', 'covid', 'number']"
694,4.0,0.9027,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['covid', 'number', 'indonesia', 'tambah', 'number', 'total', 'number', 'orang']"
695,3.0,0.9416,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['moga', 'rencana', 'indah', 'allah', 'kak', 'ran', 'army', 'repeated', 'doa', 'banyak', 'covid', 'lekas', 'pergi', 'bumi']"
696,3.0,0.781,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['covid', 'nya', 'diapgred']"
697,4.0,0.8905,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['aa', 'warga', 'duri', 'nyata', 'sembuh', 'covid', 'number']"
698,5.0,0.9687,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['allcaps', 'pb', 'hmi', 'allcaps', 'bakornas', 'allcaps', 'lkmi', 'allcaps', 'serah', 'bantu', 'snak', 'hand', 'sanitizer', 'teman', 'teman', 'rawan', 'dapur', 'rakyat', 'inisiasi', 'mahasiswa', 'ciputat', 'masa', 'pandemi', 'covid', 'number', 'repeated', 'terimakasih']"
699,6.0,0.708,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['giat', 'covid']"
700,3.0,0.9539,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['sakit', 'kepala', 'akun', 'belah', 'isi', 'covid', 'perintah', 'pansos', 'deel', 'yaudah', 'baik', 'tepi', 'tani', 'asupan', 'oppa', 'oppa', 'tamvan', 'tiel']"
701,6.0,0.927,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['eh', 'nyadar', 'virus', 'covid', 'number', 'tahan', 'air', 'paus', 'ah', 'roket', 'saturnus']"
702,2.0,0.854,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['takut', 'kena', 'covid', 'sih', 'bpknya']"
703,6.0,0.8749,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['menteri', 'repeated', 'kaltim', 'lawan', 'covid', 'number']"
704,3.0,0.5044,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['number', 'napi', 'lepas', 'repeated', 'berat', 'beban', 'rakyat', 'waspada', 'covid', 'number', 'tambah', 'tambah', 'was', 'was', 'virus', 'masyarakat', 'apa', 'panggil', 'polisi', 'mesti', 'tenakesnya']"
705,4.0,0.9635,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'update', 'allcaps', 'data', 'baru', 'covid', 'number', 'indonesia', 'tanggal', 'date', 'total', 'number', 'orang', 'number', 'sembuh', 'number', 'orang', 'number', 'tinggal', 'dunia', 'number', 'orang', 'number']"
706,4.0,0.9124,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['peduli', 'masyarakat', 'saat', 'sebar', 'covid', 'number', 'manajer', 'kebun', 'gunung']"
707,6.0,0.9124,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['fokus', 'covid', 'baby', 'krakatau', 'indigo', 'lupa', 'garaga', 'udaah', 'ditemuin']"
708,6.0,0.9562,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['mari', 'ki', 'polri', 'jaga', 'kamtibmas', 'cegah', 'sebar', 'virus', 'covid', 'number', 'rumah', 'mudik', 'masker', 'jaga', 'bersih', 'cuci', 'tangan', 'cuci_tangan', 'cuci_tangan']"
709,0.0,0.4747,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['bersin', 'kali', 'takut', 'bilangin', 'covid', 'number']"
710,6.0,0.9539,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['kali', 'ken', 'potong', 'rambut', 'salon', 'pgn', 'model', 'sih', 'covid', 'ujung', 'nya', 'potong', 'rumah', 'model', 'flat', 'oh', 'what', 'life']"
711,7.0,0.7077,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['covid', 'sulit']"
712,4.0,0.7078,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['covid', 'number']"
713,5.0,0.9026,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['lawan', 'corona', 'covid', 'number', 'paulo', 'sergio', 'kolaborasi', 'perintah']"
714,4.0,0.9453,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['kayak', 'masyarakat', 'masyarakat', 'pencil', 'pelosok', 'bimbing', 'sosialisasi', 'covid', 'number', 'masyarakat', 'sok', 'gampang', 'provokasi', 'oknum', 'salah']"
715,4.0,0.9204,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['cantik', 'number', 'harap', 'impiann', 'kabul', 'impi', 'sembunyi', 'rumah', 'karantinaa', 'elongated']"
716,0.0,0.9539,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['pasien', 'awas', 'allcaps', 'pdp', 'allcaps', 'covid', 'number', 'samarinda', 'amuk', 'ancam', 'tugas', 'medis', 'pecah', 'kaca', 'pasien', 'ikut', 'ijtima', 'gowa']"
717,4.0,0.9485,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['mudah', 'kredit', 'guna', 'usaha', 'henti', 'butuh', 'makan', 'hari', 'kredit', 'tambah', 'beban', 'hidup', 'umkm', 'wabah', 'covid', 'number']"
718,0.0,0.9124,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['update', 'baru', 'covid', 'number', 'kota', 'bontang', 'stay', 'tuned', 'iya']"
719,2.0,0.9124,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['pemkot', 'malang', 'tepis', 'anggap', 'peka', 'tangan', 'wabah', 'covid', 'number']"
720,0.0,0.8749,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['number', 'mati', 'tempoh', 'number', 'jam', 'indonesia']"
721,4.0,0.927,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['ketua', 'fraksi', 'golkar', 'allcaps', 'dprd', 'allcaps', 'sumut', 'tinggal', 'akibat', 'covid', 'number']"
722,4.0,0.9375,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['karantina', 'sekian', 'makan', 'tidur', 'mobile', 'legends', 'coli', 'mandi', 'ganti', 'kancut', 'jamur', 'deh', 'covid']"
723,1.0,0.8905,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['covid', 'number', 'ajar', 'allcaps', 'halal', 'gap', 'allcaps']"
724,0.0,0.8248,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['covid', 'ternak', 'semut', 'iya']"
725,5.0,0.9326,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['wqwq', 'tau', 'sadja', 'allcaps', 'covid', 'allcaps', 'number', 'selesai', 'langsung', 'casting', 'iya', 'qaqaa']"
726,3.0,0.9124,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['babinsa', 'ikut', 'rapat', 'muspikel', 'keprabon', 'koordinasi', 'cegah', 'covid', 'number']"
727,6.0,0.9027,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['salamat', 'brewok', 'club', 'ayo', 'covid', 'renti', 'jgan', 'cukur']"
728,6.0,0.9027,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['gegara', 'covid', 'number', 'usir', 'calon', 'mertua', 'repeated', 'ajig']"
729,0.0,0.9676,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['kriteria', 'antologi', 'puisi', 'alam', 'tempuh', 'allcaps', 'covid', 'allcaps', 'number', 'number', 'serta', 'buka', 'staf', 'ajar', 'kokurikulum', 'uitm', 'sahaja', 'number', 'serta', 'hantar', 'maksimum', 'number', 'buah', 'puisi', 'number', 'puisi']"
730,4.0,0.9326,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['sabtu', 'buntu', 'beda', 'suasana', 'nya', 'sabtu', 'semenjak', 'covid', 'number', 'ken', 'seluncurann', 'repeated']"
731,2.0,0.9539,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['kondisi', 'ekonomi', 'alami', 'tekan', 'akibat', 'pandemi', 'covid', 'number', 'bea', 'cukai', 'bantu', 'laku', 'usaha', 'masyarakat', 'insentif', 'fiskal', 'prosedural', 'lengkap']"
732,4.0,0.9374,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['beliau', 'layak', 'libat', 'gugus', 'tugas', 'garda', 'tangan', 'covid', 'number', 'mimin', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
733,0.0,0.9735,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['semprot', 'antiseptic', 'cegah', 'virus', 'corona', 'covid', 'number', 'wilkum', 'polsek', 'juhar', 'semprot', 'cair', 'antisepti', 'rangka', 'cegah', 'virus', 'corona', 'covid', 'number', 'desa', 'rumah', 'lengo', 'camat', 'allcaps', 'stm', 'allcaps', 'hulu', 'kabupaten', 'deli', 'serdang', 'sabtu', 'date']"
734,6.0,0.854,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['nggak', 'testsekalinya', 'testtest', 'covid', 'number']"
735,5.0,0.9485,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['allcaps', 'buat', 'mipa', 'allcaps', 'akibat', 'wabah', 'covid', 'number', 'giat', 'tunda', 'batal', 'moga', 'niat', 'buat', 'hilang', 'iya']"
736,0.0,0.9452,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['diserahlan', 'mekanisme', 'pasar', 'jadi', 'daya', 'beli', 'turun', 'akibat', 'covid', 'number', 'harga', 'gula', 'julang', 'main', 'kepul']"
737,5.0,0.8905,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['emang', 'ojol', 'kena', 'dampak', 'covid', 'herman', 'deh']"
738,4.0,0.9452,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['tanggal', 'number', 'parah', 'wabah', 'covid', 'repeated', 'tabung', 'habis', 'rumah', 'moga', 'cepat', 'selesai', 'corona', 'pergi', 'repeated']"
739,2.0,0.9271,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['xpaham', 'ne', 'visa', 'smpai', 'bila', 'ka', 'or', 'just', 'time', 'covid', 'ne']"
740,4.0,0.9583,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['date', 'allcaps', 'ppsb', 'dki', 'allcaps', 'jkt', 'pandemik', 'covid', 'number', 'dimulaiapr', 'number', 'dentum', 'kencang', 'langit', 'number', 'gunung', 'rap', 'sumatera', 'jawa', 'erupsi']"
741,0.0,0.9698,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['besok', 'ngulik', 'mitos', 'fakta', 'putar', 'leceh', 'seksual', 'online', 'allcaps', 'wfh', 'allcaps', 'covid', 'number', 'folks', 'lupa', 'mampir', 'ig', 'jam', 'number', 'besok', 'iya', 'nitip', 'nitip', 'cerita', 'alam', 'reply', 'twit', 'loh']"
742,5.0,0.9663,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['teman', 'teman', 'allcaps', 'dpw', 'psi', 'allcaps', 'kaltim', 'allcaps', 'dpd', 'psi', 'allcaps', 'samarinda', 'bagi', 'makan', 'saji', 'kang', 'ojol', 'rawan', 'wartawan', 'liput', 'covid', 'number', 'ayo', 'bagi', 'pamdemi']"
743,4.0,0.9687,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['salam', 'karate', 'osh', 'dunia', 'resah', 'wabah', 'covid', 'number', 'allcaps', 'ukm', 'allcaps', 'inkai', 'brawijaya', 'actmalang', 'ajak', 'rekan', 'donasi', 'kumpul', 'dana', 'tanggal', 'number', 'date', 'mari', 'bagi', 'bagi', 'indah', 'bentuk']"
744,4.0,0.8597,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['halo', 'sobat', 'allcaps', 'polri', 'allcaps', 'repeated', 'mari', 'tahu', 'cegah', 'sebar', 'allcaps', 'covid', 'allcaps', 'number', 'pergi', 'pulang', 'kerja', 'repeated']"
745,5.0,0.8749,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['jogja', 'before', 'covid', 'iya', 'kak', 'ekwkw']"
746,0.0,0.9513,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['lek', 'kena', 'kurung', 'je', 'gais', 'syukur', 'dok', 'malaysia', 'dok', 'korea', 'utara', 'bangkai', 'kena', 'tembak', 'positive', 'covid', 'number']"
747,6.0,0.8748,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['bumi', 'pulih', 'bencana', 'timbul', 'virus', 'bahaya']"
748,6.0,0.9562,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['total', 'lockdown', 'is', 'impossible', 'one', 'by', 'one', 'longgar', 'tak', 'bantu', 'rangkai', 'covid', 'putus', 'penat', 'kerja', 'within', 'pkp', 'season', 'penat']"
749,0.0,0.9539,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['tanihub', 'startup', 'commerce', 'produk', 'produk', 'tani', 'alami', 'tingkat', 'jual', 'produk', 'tanam', 'herbal', 'percent', 'pandemi', 'covid', 'number', 'rebak', 'indonesia']"
750,3.0,0.9326,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['scenario', 'baik', 'covid', 'number', 'kematiam', 'angka', 'orang', 'scenario', 'buruk', 'number', 'jt', 'orang']"
751,4.0,0.9452,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['covid', 'manusia', 'upaya', 'bunuh', 'virus', 'anggap', 'rugi', 'bumi', 'upaya', 'bunuh', 'manusia', 'anggap', 'rugi', 'bumi', 'maybe']"
752,6.0,0.9204,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['antisipasi', 'covid', 'number', 'masuk', 'tinada', 'babinsa', 'jaga', 'posko', 'gerbang', 'desa']"
753,4.0,0.9602,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['kait', 'covid', 'number', 'michdan', 'kuasa', 'hukum', 'dapat', 'baasyir', 'salah', 'narapidana', 'wajib', 'prioritas', 'rentan', 'sehat', 'asyir', 'usia', 'number', 'kah', 'perintah', 'bebas', 'nya']"
754,4.0,0.9416,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['allcaps', 'pkb', 'allcaps', 'lebong', 'semangat', 'satu', 'gugus', 'tugas', 'nang', 'covid', 'batas', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
755,0.0,0.9416,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['small', 'donation', 'big', 'impact', 'doa', 'pandemik', 'allcaps', 'covid', 'allcaps', 'number', 'moga', 'doa', 'kalang', 'makbul']"
756,0.0,0.9124,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['update', 'covid', 'number', 'bengkulu', 'tambah', 'number', 'allcaps', 'odp', 'allcaps']"
757,4.0,0.9635,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['personel', 'satbrimob', 'polda', 'kepri', 'tugas', 'aman', 'bangun', 'rumah', 'sakit', 'khusus', 'covid', 'number', 'pulau', 'galang', 'laksana', 'patroli', 'menghimbau', 'masyarakat', 'kait', 'maklumat', 'kapolri', 'sabtu', 'date']"
758,0.0,0.7617,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['sabtu', 'date', 'number', 'wibdata', 'allcaps', 'odp', 'allcaps', 'allcaps', 'pdp', 'allcaps', 'konfirmasi', 'positif', 'covid', 'number', 'kota', 'bogor', 'orang', 'pantau', 'allcaps', 'odp', 'allcaps', 'number', 'selesai', 'number', 'pantau', 'number', 'pasien', 'awas', 'allcaps', 'pdp', 'allcaps']"
759,2.0,0.8905,"covid, number, repeated, jaga_jarak, kena, tangan, jaga, takut, orang, salam","['botak', 'la', 'covid', 'pon', 'licin', 'nk', 'hinggap']"
760,3.0,0.9698,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['saat', 'orang', 'orang', 'elu', 'tenaga', 'medis', 'paramedis', 'garda', 'depan', 'situasi', 'situ', 'nolak', 'makam', 'jenazah', 'awat', 'duga', 'covid', 'sa', 'elongated', 'tong', 'tongg', 'repeated', 'tenaga_medis', 'makam_jenazah', 'tenaga_medis', 'makam_jenazah', 'tenaga_medis', 'makam_jenazah']"
761,7.0,0.9452,"covid, repeated, number, allcaps, positif, cari, kiamat, orang, perintah, manusia","['kemarin', 'world', 'war', 'number', 'kiamat', 'gunung', 'rap', 'erupsi', 'covid', 'number', 'kiamat', 'kiamat', 'allah', 'swt', 'tau']"
762,0.0,0.9326,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['rakyat', 'indonesia', 'cemburu', 'malaysia', 'tanggani', 'covid', 'number', 'syukur', 'kufur', 'video', 'minda', 'rakyat']"
763,0.0,0.8905,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['cocok', 'jadi', 'kelinci', 'coba', 'vaksin', 'covid', 'number']"
764,4.0,0.8748,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['rindu', 'suasana', 'negara', 'api', 'serang', 'covid']"
765,0.0,0.854,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['semprot', 'disifektan', 'covid', 'number', 'mandiri']"
766,0.0,0.9619,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['sayuranch', 'startup', 'sayur', 'bas', 'daring', 'aku', 'alami', 'tingkat', 'omzet', 'number', 'percent', 'terap', 'rumah', 'work', 'from', 'home', 'allcaps', 'wfh', 'allcaps', 'pandemi', 'covid', 'number']"
767,6.0,0.7073,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['awat', 'medis', 'usir', 'jenazah', 'covid', 'terima', 'beli', 'masker', 'sak', 'dus', 'isi', 'batu', 'thomas', 'hobbes', 'homo', 'homini', 'lupus', 'manusia', 'serigala', 'manusia']"
768,0.0,0.927,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['allcaps', 'covid', 'allcaps', 'number', 'number', 'pulih', 'number', 'kes', 'baharu', 'mati', 'direkodkan']"
769,6.0,0.781,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['akak', 'covid', 'number']"
770,4.0,0.9027,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['tumpuk', 'moga', 'berkah', 'moga', 'bantu', 'tangan', 'covid', 'number']"
771,3.0,0.9326,"number, covid, allcaps, repeated, orang, rumah, iya, tangan, moga, virus","['kadang', 'aneh', 'orang', 'kaya', 'gin', 'tolak', 'kubur', 'korban', 'covid', 'gerombol', 'kebal', 'wtf']"
772,1.0,0.9453,"allcaps, covid, number, tenaga_medis, iya, cegah, repeated, sebar, moga, medis","['terima', 'kasih', 'tenaga', 'medis', 'juang', 'garis', 'depan', 'lawan', 'allcaps', 'covid', 'allcaps', 'number', 'tenaga_medis', 'tenaga_medis', 'tenaga_medis']"
773,0.0,0.9562,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['min', 'punteun', 'bebas', 'denda', 'gara', 'covid', 'number', 'teh', 'dugi', 'ka', 'kaping', 'sbraha', 'sareng', 'upam', 'samsat', 'induk', 'soreang', 'buka', 'nuhun']"
774,4.0,0.9539,"number, allcaps, covid, repeated, gugus_tugas, orang, moga, wabah, masyarakat, mata_rantai","['beri', 'bantu', 'beras', 'masyarakat', 'dampak', 'covid', 'number', 'gugus', 'tugas', 'covid', 'number', 'gp', 'ansor', 'merauke', 'papua', 'gugus_tugas', 'gugus_tugas', 'gugus_tugas']"
775,6.0,0.9027,"number, covid, allcaps, repeated, virus, sebar, cegah, jaga, corona, cuci_tangan","['hahaha', 'niaga', 'online', 'covid', 'duit', 'masuk', 'virus', 'masuk']"
776,5.0,0.9676,"allcaps, covid, number, repeated, moga, perintah, indonesia, iya, pandemi, bantu","['when', 'rumah', 'ngeluh', 'gaji', 'utuh', 'pen', 'langsung', 'ocehin', 'mak', 'dewe', 'fikirkan', 'biar', 'sehat', 'sisa', 'duit', 'pakai', 'biaya', 'hidup', 'depan', 'gapunya', 'mama', 'duit', 'bawa', 'sakit', 'terimakasih', 'covid']"
777,0.0,0.9663,"number, covid, allcaps, repeated, virus, corona, iya, indonesia, cegah, papua_barat","['rm', 'allcaps', 'makan', 'allcaps', 'tali', 'sokong', 'emosi', 'psikososial', 'allcaps', 'covid', 'allcaps', 'number', 'operasi', 'number', 'pagi', 'number', 'petang', 'hubung', 'number', 'number', 'number', 'number', 'number', 'number', 'huh']"
